timestamp,x,y,z,dt
18:45:51.000,1.1,2.2,6.3,1900-01-01 18:45:51
18:45:52.000,2.1,4.2,2.3,1900-01-01 18:45:52
18:45:53.000,3.1,6.2,5.3,1900-01-01 18:45:53
18:45:54.000,4.1,8.2,1.3,1900-01-01 18:45:54
18:45:55.000,5.1,0.2,4.3,1900-01-01 18:45:55
18:45:56.000,6.1,2.2,0.3,1900-01-01 18:45:56
18:45:57.000,7.1,4.2,3.3,1900-01-01 18:45:57
18:45:58.000,8.1,6.2,6.3,1900-01-01 18:45:58
18:45:59.000,9.1,8.2,2.3,1900-01-01 18:45:59
18:46:00.000,0.1,0.2,5.3,1900-01-01 18:46:00
18:46:01.000,1.1,2.2,1.3,1900-01-01 18:46:01
18:46:02.000,2.1,4.2,4.3,1900-01-01 18:46:02
18:46:03.000,3.1,6.2,0.3,1900-01-01 18:46:03
18:46:04.000,4.1,8.2,3.3,1900-01-01 18:46:04
18:46:05.000,5.1,0.2,6.3,1900-01-01 18:46:05
18:46:06.000,6.1,2.2,2.3,1900-01-01 18:46:06
18:46:07.000,7.1,4.2,5.3,1900-01-01 18:46:07
18:46:08.000,8.1,6.2,1.3,1900-01-01 18:46:08
18:46:09.000,9.1,8.2,4.3,1900-01-01 18:46:09
18:46:10.000,0.1,0.2,0.3,1900-01-01 18:46:10
18:46:11.000,1.1,2.2,3.3,1900-01-01 18:46:11
18:46:12.000,2.1,4.2,6.3,1900-01-01 18:46:12
18:46:13.000,3.1,6.2,2.3,1900-01-01 18:46:13
18:46:14.000,4.1,8.2,5.3,1900-01-01 18:46:14
18:46:15.000,5.1,0.2,1.3,1900-01-01 18:46:15
18:46:16.000,6.1,2.2,4.3,1900-01-01 18:46:16
18:46:17.000,7.1,4.2,0.3,1900-01-01 18:46:17
18:46:18.000,8.1,6.2,3.3,1900-01-01 18:46:18
18:46:19.000,9.1,8.2,6.3,1900-01-01 18:46:19
18:46:20.000,0.1,0.2,2.3,1900-01-01 18:46:20
18:46:21.000,1.1,2.2,5.3,1900-01-01 18:46:21
18:46:22.000,2.1,4.2,1.3,1900-01-01 18:46:22
18:46:23.000,3.1,6.2,4.3,1900-01-01 18:46:23
18:46:24.000,4.1,8.2,0.3,1900-01-01 18:46:24
18:46:25.000,5.1,0.2,3.3,1900-01-01 18:46:25
18:46:26.000,6.1,2.2,6.3,1900-01-01 18:46:26
18:46:27.000,7.1,4.2,2.3,1900-01-01 18:46:27
18:46:28.000,8.1,6.2,5.3,1900-01-01 18:46:28
18:46:29.000,9.1,8.2,1.3,1900-01-01 18:46:29
18:46:30.000,0.1,0.2,4.3,1900-01-01 18:46:30
18:46:31.000,1.1,2.2,0.3,1900-01-01 18:46:31
18:46:32.000,2.1,4.2,3.3,1900-01-01 18:46:32
18:46:33.000,3.1,6.2,6.3,1900-01-01 18:46:33
18:46:34.000,4.1,8.2,2.3,1900-01-01 18:46:34
18:46:35.000,5.1,0.2,5.3,1900-01-01 18:46:35
18:46:36.000,6.1,2.2,1.3,1900-01-01 18:46:36
18:46:37.000,7.1,4.2,4.3,1900-01-01 18:46:37
18:46:38.000,8.1,6.2,0.3,1900-01-01 18:46:38
18:46:39.000,9.1,8.2,3.3,1900-01-01 18:46:39
18:46:40.000,0.1,0.2,6.3,1900-01-01 18:46:40
18:46:41.000,1.1,2.2,2.3,1900-01-01 18:46:41
18:46:42.000,2.1,4.2,5.3,1900-01-01 18:46:42
18:46:43.000,3.1,6.2,1.3,1900-01-01 18:46:43
18:46:44.000,4.1,8.2,4.3,1900-01-01 18:46:44
18:46:45.000,5.1,0.2,0.3,1900-01-01 18:46:45
18:46:46.000,6.1,2.2,3.3,1900-01-01 18:46:46
18:46:47.000,7.1,4.2,6.3,1900-01-01 18:46:47
18:46:48.000,8.1,6.2,2.3,1900-01-01 18:46:48
18:46:49.000,9.1,8.2,5.3,1900-01-01 18:46:49
18:46:50.000,0.1,0.2,1.3,1900-01-01 18:46:50
18:46:51.000,1.1,2.2,4.3,1900-01-01 18:46:51
18:46:52.000,2.1,4.2,0.3,1900-01-01 18:46:52
18:46:53.000,3.1,6.2,3.3,1900-01-01 18:46:53
18:46:54.000,4.1,8.2,6.3,1900-01-01 18:46:54
18:46:55.000,5.1,0.2,2.3,1900-01-01 18:46:55
18:46:56.000,6.1,2.2,5.3,1900-01-01 18:46:56
18:46:57.000,7.1,4.2,1.3,1900-01-01 18:46:57
18:46:58.000,8.1,6.2,4.3,1900-01-01 18:46:58
18:46:59.000,9.1,8.2,0.3,1900-01-01 18:46:59
18:47:00.000,0.1,0.2,3.3,1900-01-01 18:47:00
18:47:01.000,1.1,2.2,6.3,1900-01-01 18:47:01
18:47:02.000,2.1,4.2,2.3,1900-01-01 18:47:02
18:47:03.000,3.1,6.2,5.3,1900-01-01 18:47:03
18:47:04.000,4.1,8.2,1.3,1900-01-01 18:47:04
18:47:05.000,5.1,0.2,4.3,1900-01-01 18:47:05
18:47:06.000,6.1,2.2,0.3,1900-01-01 18:47:06
18:47:07.000,7.1,4.2,3.3,1900-01-01 18:47:07
18:47:08.000,8.1,6.2,6.3,1900-01-01 18:47:08
18:47:09.000,9.1,8.2,2.3,1900-01-01 18:47:09
18:47:10.000,0.1,0.2,5.3,1900-01-01 18:47:10
18:47:11.000,1.1,2.2,1.3,1900-01-01 18:47:11
18:47:12.000,2.1,4.2,4.3,1900-01-01 18:47:12
18:47:13.000,3.1,6.2,0.3,1900-01-01 18:47:13
18:47:14.000,4.1,8.2,3.3,1900-01-01 18:47:14
18:47:15.000,5.1,0.2,6.3,1900-01-01 18:47:15
18:47:16.000,6.1,2.2,2.3,1900-01-01 18:47:16
18:47:17.000,7.1,4.2,5.3,1900-01-01 18:47:17
18:47:18.000,8.1,6.2,1.3,1900-01-01 18:47:18
18:47:19.000,9.1,8.2,4.3,1900-01-01 18:47:19
18:47:20.000,0.1,0.2,0.3,1900-01-01 18:47:20
18:47:21.000,1.1,2.2,3.3,1900-01-01 18:47:21
18:47:22.000,2.1,4.2,6.3,1900-01-01 18:47:22
18:47:23.000,3.1,6.2,2.3,1900-01-01 18:47:23
18:47:24.000,4.1,8.2,5.3,1900-01-01 18:47:24
18:47:25.000,5.1,0.2,1.3,1900-01-01 18:47:25
18:47:26.000,6.1,2.2,4.3,1900-01-01 18:47:26
18:47:27.000,7.1,4.2,0.3,1900-01-01 18:47:27
18:47:28.000,8.1,6.2,3.3,1900-01-01 18:47:28
18:47:29.000,9.1,8.2,6.3,1900-01-01 18:47:29
18:47:30.000,0.1,0.2,2.3,1900-01-01 18:47:30
18:47:31.000,1.1,2.2,5.3,1900-01-01 18:47:31
18:47:32.000,2.1,4.2,1.3,1900-01-01 18:47:32
18:47:33.000,3.1,6.2,4.3,1900-01-01 18:47:33
18:47:34.000,4.1,8.2,0.3,1900-01-01 18:47:34
18:47:35.000,5.1,0.2,3.3,1900-01-01 18:47:35
18:47:36.000,6.1,2.2,6.3,1900-01-01 18:47:36
18:47:37.000,7.1,4.2,2.3,1900-01-01 18:47:37
18:47:38.000,8.1,6.2,5.3,1900-01-01 18:47:38
18:47:39.000,9.1,8.2,1.3,1900-01-01 18:47:39
18:47:40.000,0.1,0.2,4.3,1900-01-01 18:47:40
18:47:41.000,1.1,2.2,0.3,1900-01-01 18:47:41
18:47:42.000,2.1,4.2,3.3,1900-01-01 18:47:42
18:47:43.000,3.1,6.2,6.3,1900-01-01 18:47:43
18:47:44.000,4.1,8.2,2.3,1900-01-01 18:47:44
18:47:45.000,5.1,0.2,5.3,1900-01-01 18:47:45
18:47:46.000,6.1,2.2,1.3,1900-01-01 18:47:46
18:47:47.000,7.1,4.2,4.3,1900-01-01 18:47:47
18:47:48.000,8.1,6.2,0.3,1900-01-01 18:47:48
18:47:49.000,9.1,8.2,3.3,1900-01-01 18:47:49
18:47:50.000,0.1,0.2,6.3,1900-01-01 18:47:50
18:47:51.000,1.1,2.2,2.3,1900-01-01 18:47:51
18:47:52.000,2.1,4.2,5.3,1900-01-01 18:47:52
18:47:53.000,3.1,6.2,1.3,1900-01-01 18:47:53
18:47:54.000,4.1,8.2,4.3,1900-01-01 18:47:54
18:47:55.000,5.1,0.2,0.3,1900-01-01 18:47:55
18:47:56.000,6.1,2.2,3.3,1900-01-01 18:47:56
18:47:57.000,7.1,4.2,6.3,1900-01-01 18:47:57
18:47:58.000,8.1,6.2,2.3,1900-01-01 18:47:58
18:47:59.000,9.1,8.2,5.3,1900-01-01 18:47:59
18:48:00.000,0.1,0.2,1.3,1900-01-01 18:48:00
18:48:01.000,1.1,2.2,4.3,1900-01-01 18:48:01
18:48:02.000,2.1,4.2,0.3,1900-01-01 18:48:02
18:48:03.000,3.1,6.2,3.3,1900-01-01 18:48:03
18:48:04.000,4.1,8.2,6.3,1900-01-01 18:48:04
18:48:05.000,5.1,0.2,2.3,1900-01-01 18:48:05
18:48:06.000,6.1,2.2,5.3,1900-01-01 18:48:06
18:48:07.000,7.1,4.2,1.3,1900-01-01 18:48:07
18:48:08.000,8.1,6.2,4.3,1900-01-01 18:48:08
18:48:09.000,9.1,8.2,0.3,1900-01-01 18:48:09
18:48:10.000,0.1,0.2,3.3,1900-01-01 18:48:10
18:48:11.000,1.1,2.2,6.3,1900-01-01 18:48:11
18:48:12.000,2.1,4.2,2.3,1900-01-01 18:48:12
18:48:13.000,3.1,6.2,5.3,1900-01-01 18:48:13
18:48:14.000,4.1,8.2,1.3,1900-01-01 18:48:14
18:48:15.000,5.1,0.2,4.3,1900-01-01 18:48:15
18:48:16.000,6.1,2.2,0.3,1900-01-01 18:48:16
18:48:17.000,7.1,4.2,3.3,1900-01-01 18:48:17
18:48:18.000,8.1,6.2,6.3,1900-01-01 18:48:18
18:48:19.000,9.1,8.2,2.3,1900-01-01 18:48:19
18:48:20.000,0.1,0.2,5.3,1900-01-01 18:48:20
18:48:21.000,1.1,2.2,1.3,1900-01-01 18:48:21
18:48:22.000,2.1,4.2,4.3,1900-01-01 18:48:22
18:48:23.000,3.1,6.2,0.3,1900-01-01 18:48:23
18:48:24.000,4.1,8.2,3.3,1900-01-01 18:48:24
18:48:25.000,5.1,0.2,6.3,1900-01-01 18:48:25
18:48:26.000,6.1,2.2,2.3,1900-01-01 18:48:26
18:48:27.000,7.1,4.2,5.3,1900-01-01 18:48:27
18:48:28.000,8.1,6.2,1.3,1900-01-01 18:48:28
18:48:29.000,9.1,8.2,4.3,1900-01-01 18:48:29
18:48:30.000,0.1,0.2,0.3,1900-01-01 18:48:30
18:48:31.000,1.1,2.2,3.3,1900-01-01 18:48:31
18:48:32.000,2.1,4.2,6.3,1900-01-01 18:48:32
18:48:33.000,3.1,6.2,2.3,1900-01-01 18:48:33
18:48:34.000,4.1,8.2,5.3,1900-01-01 18:48:34
18:48:35.000,5.1,0.2,1.3,1900-01-01 18:48:35
18:48:36.000,6.1,2.2,4.3,1900-01-01 18:48:36
18:48:37.000,7.1,4.2,0.3,1900-01-01 18:48:37
18:48:38.000,8.1,6.2,3.3,1900-01-01 18:48:38
18:48:39.000,9.1,8.2,6.3,1900-01-01 18:48:39
18:48:40.000,0.1,0.2,2.3,1900-01-01 18:48:40
18:48:41.000,1.1,2.2,5.3,1900-01-01 18:48:41
18:48:42.000,2.1,4.2,1.3,1900-01-01 18:48:42
18:48:43.000,3.1,6.2,4.3,1900-01-01 18:48:43
18:48:44.000,4.1,8.2,0.3,1900-01-01 18:48:44
18:48:45.000,5.1,0.2,3.3,1900-01-01 18:48:45
18:48:46.000,6.1,2.2,6.3,1900-01-01 18:48:46
18:48:47.000,7.1,4.2,2.3,1900-01-01 18:48:47
18:48:48.000,8.1,6.2,5.3,1900-01-01 18:48:48
18:48:49.000,9.1,8.2,1.3,1900-01-01 18:48:49
18:48:50.000,0.1,0.2,4.3,1900-01-01 18:48:50
18:48:51.000,1.1,2.2,0.3,1900-01-01 18:48:51
18:48:52.000,2.1,4.2,3.3,1900-01-01 18:48:52
18:48:53.000,3.1,6.2,6.3,1900-01-01 18:48:53
18:48:54.000,4.1,8.2,2.3,1900-01-01 18:48:54
18:48:55.000,5.1,0.2,5.3,1900-01-01 18:48:55
18:48:56.000,6.1,2.2,1.3,1900-01-01 18:48:56
18:48:57.000,7.1,4.2,4.3,1900-01-01 18:48:57
18:48:58.000,8.1,6.2,0.3,1900-01-01 18:48:58
18:48:59.000,9.1,8.2,3.3,1900-01-01 18:48:59
18:49:00.000,0.1,0.2,6.3,1900-01-01 18:49:00
18:49:01.000,1.1,2.2,2.3,1900-01-01 18:49:01
18:49:02.000,2.1,4.2,5.3,1900-01-01 18:49:02
18:49:03.000,3.1,6.2,1.3,1900-01-01 18:49:03
18:49:04.000,4.1,8.2,4.3,1900-01-01 18:49:04
18:49:05.000,5.1,0.2,0.3,1900-01-01 18:49:05
18:49:06.000,6.1,2.2,3.3,1900-01-01 18:49:06
18:49:07.000,7.1,4.2,6.3,1900-01-01 18:49:07
18:49:08.000,8.1,6.2,2.3,1900-01-01 18:49:08
18:49:09.000,9.1,8.2,5.3,1900-01-01 18:49:09
18:49:10.000,0.1,0.2,1.3,1900-01-01 18:49:10
18:49:11.000,1.1,2.2,4.3,1900-01-01 18:49:11
18:49:12.000,2.1,4.2,0.3,1900-01-01 18:49:12
18:49:13.000,3.1,6.2,3.3,1900-01-01 18:49:13
18:49:14.000,4.1,8.2,6.3,1900-01-01 18:49:14
18:49:15.000,5.1,0.2,2.3,1900-01-01 18:49:15
18:49:16.000,6.1,2.2,5.3,1900-01-01 18:49:16
18:49:17.000,7.1,4.2,1.3,1900-01-01 18:49:17
18:49:18.000,8.1,6.2,4.3,1900-01-01 18:49:18
18:49:19.000,9.1,8.2,0.3,1900-01-01 18:49:19
18:49:20.000,0.1,0.2,3.3,1900-01-01 18:49:20
18:49:21.000,1.1,2.2,6.3,1900-01-01 18:49:21
18:49:22.000,2.1,4.2,2.3,1900-01-01 18:49:22
18:49:23.000,3.1,6.2,5.3,1900-01-01 18:49:23
18:49:24.000,4.1,8.2,1.3,1900-01-01 18:49:24
18:49:25.000,5.1,0.2,4.3,1900-01-01 18:49:25
18:49:26.000,6.1,2.2,0.3,1900-01-01 18:49:26
18:49:27.000,7.1,4.2,3.3,1900-01-01 18:49:27
18:49:28.000,8.1,6.2,6.3,1900-01-01 18:49:28
18:49:29.000,9.1,8.2,2.3,1900-01-01 18:49:29
18:49:30.000,0.1,0.2,5.3,1900-01-01 18:49:30
18:49:31.000,1.1,2.2,1.3,1900-01-01 18:49:31
18:49:32.000,2.1,4.2,4.3,1900-01-01 18:49:32
18:49:33.000,3.1,6.2,0.3,1900-01-01 18:49:33
18:49:34.000,4.1,8.2,3.3,1900-01-01 18:49:34
18:49:35.000,5.1,0.2,6.3,1900-01-01 18:49:35
18:49:36.000,6.1,2.2,2.3,1900-01-01 18:49:36
18:49:37.000,7.1,4.2,5.3,1900-01-01 18:49:37
18:49:38.000,8.1,6.2,1.3,1900-01-01 18:49:38
18:49:39.000,9.1,8.2,4.3,1900-01-01 18:49:39
18:49:40.000,0.1,0.2,0.3,1900-01-01 18:49:40
18:49:41.000,1.1,2.2,3.3,1900-01-01 18:49:41
18:49:42.000,2.1,4.2,6.3,1900-01-01 18:49:42
18:49:43.000,3.1,6.2,2.3,1900-01-01 18:49:43
18:49:44.000,4.1,8.2,5.3,1900-01-01 18:49:44
18:49:45.000,5.1,0.2,1.3,1900-01-01 18:49:45
18:49:46.000,6.1,2.2,4.3,1900-01-01 18:49:46
18:49:47.000,7.1,4.2,0.3,1900-01-01 18:49:47
18:49:48.000,8.1,6.2,3.3,1900-01-01 18:49:48
18:49:49.000,9.1,8.2,6.3,1900-01-01 18:49:49
18:49:50.000,0.1,0.2,2.3,1900-01-01 18:49:50
18:49:51.000,1.1,2.2,5.3,1900-01-01 18:49:51
18:49:52.000,2.1,4.2,1.3,1900-01-01 18:49:52
18:49:53.000,3.1,6.2,4.3,1900-01-01 18:49:53
18:49:54.000,4.1,8.2,0.3,1900-01-01 18:49:54
18:49:55.000,5.1,0.2,3.3,1900-01-01 18:49:55
18:49:56.000,6.1,2.2,6.3,1900-01-01 18:49:56
18:49:57.000,7.1,4.2,2.3,1900-01-01 18:49:57
18:49:58.000,8.1,6.2,5.3,1900-01-01 18:49:58
18:49:59.000,9.1,8.2,1.3,1900-01-01 18:49:59
18:50:00.000,0.1,0.2,4.3,1900-01-01 18:50:00
18:50:01.000,1.1,2.2,0.3,1900-01-01 18:50:01
18:50:02.000,2.1,4.2,3.3,1900-01-01 18:50:02
18:50:03.000,3.1,6.2,6.3,1900-01-01 18:50:03
18:50:04.000,4.1,8.2,2.3,1900-01-01 18:50:04
18:50:05.000,5.1,0.2,5.3,1900-01-01 18:50:05
18:50:06.000,6.1,2.2,1.3,1900-01-01 18:50:06
18:50:07.000,7.1,4.2,4.3,1900-01-01 18:50:07
18:50:08.000,8.1,6.2,0.3,1900-01-01 18:50:08
18:50:09.000,9.1,8.2,3.3,1900-01-01 18:50:09
18:50:10.000,0.1,0.2,6.3,1900-01-01 18:50:10
18:50:11.000,1.1,2.2,2.3,1900-01-01 18:50:11
18:50:12.000,2.1,4.2,5.3,1900-01-01 18:50:12
18:50:13.000,3.1,6.2,1.3,1900-01-01 18:50:13
18:50:14.000,4.1,8.2,4.3,1900-01-01 18:50:14
18:50:15.000,5.1,0.2,0.3,1900-01-01 18:50:15
18:50:16.000,6.1,2.2,3.3,1900-01-01 18:50:16
18:50:17.000,7.1,4.2,6.3,1900-01-01 18:50:17
18:50:18.000,8.1,6.2,2.3,1900-01-01 18:50:18
18:50:19.000,9.1,8.2,5.3,1900-01-01 18:50:19
18:50:20.000,0.1,0.2,1.3,1900-01-01 18:50:20
18:50:21.000,1.1,2.2,4.3,1900-01-01 18:50:21
18:50:22.000,2.1,4.2,0.3,1900-01-01 18:50:22
18:50:23.000,3.1,6.2,3.3,1900-01-01 18:50:23
18:50:24.000,4.1,8.2,6.3,1900-01-01 18:50:24
18:50:25.000,5.1,0.2,2.3,1900-01-01 18:50:25
18:50:26.000,6.1,2.2,5.3,1900-01-01 18:50:26
18:50:27.000,7.1,4.2,1.3,1900-01-01 18:50:27
18:50:28.000,8.1,6.2,4.3,1900-01-01 18:50:28
18:50:29.000,9.1,8.2,0.3,1900-01-01 18:50:29
18:50:30.000,0.1,0.2,3.3,1900-01-01 18:50:30
18:50:31.000,1.1,2.2,6.3,1900-01-01 18:50:31
18:50:32.000,2.1,4.2,2.3,1900-01-01 18:50:32
18:50:33.000,3.1,6.2,5.3,1900-01-01 18:50:33
18:50:34.000,4.1,8.2,1.3,1900-01-01 18:50:34
18:50:35.000,5.1,0.2,4.3,1900-01-01 18:50:35
18:50:36.000,6.1,2.2,0.3,1900-01-01 18:50:36
18:50:37.000,7.1,4.2,3.3,1900-01-01 18:50:37
18:50:38.000,8.1,6.2,6.3,1900-01-01 18:50:38
18:50:39.000,9.1,8.2,2.3,1900-01-01 18:50:39
18:50:40.000,0.1,0.2,5.3,1900-01-01 18:50:40
18:50:41.000,1.1,2.2,1.3,1900-01-01 18:50:41
18:50:42.000,2.1,4.2,4.3,1900-01-01 18:50:42
18:50:43.000,3.1,6.2,0.3,1900-01-01 18:50:43
18:50:44.000,4.1,8.2,3.3,1900-01-01 18:50:44
18:50:45.000,5.1,0.2,6.3,1900-01-01 18:50:45
18:50:46.000,6.1,2.2,2.3,1900-01-01 18:50:46
18:50:47.000,7.1,4.2,5.3,1900-01-01 18:50:47
18:50:48.000,8.1,6.2,1.3,1900-01-01 18:50:48
18:50:49.000,9.1,8.2,4.3,1900-01-01 18:50:49
18:50:50.000,0.1,0.2,0.3,1900-01-01 18:50:50
18:50:51.000,1.1,2.2,3.3,1900-01-01 18:50:51
18:50:52.000,2.1,4.2,6.3,1900-01-01 18:50:52
18:50:53.000,3.1,6.2,2.3,1900-01-01 18:50:53
18:50:54.000,4.1,8.2,5.3,1900-01-01 18:50:54
18:50:55.000,5.1,0.2,1.3,1900-01-01 18:50:55
18:50:56.000,6.1,2.2,4.3,1900-01-01 18:50:56
18:50:57.000,7.1,4.2,0.3,1900-01-01 18:50:57
18:50:58.000,8.1,6.2,3.3,1900-01-01 18:50:58
18:50:59.000,9.1,8.2,6.3,1900-01-01 18:50:59
18:51:00.000,0.1,0.2,2.3,1900-01-01 18:51:00
18:51:01.000,1.1,2.2,5.3,1900-01-01 18:51:01
18:51:02.000,2.1,4.2,1.3,1900-01-01 18:51:02
18:51:03.000,3.1,6.2,4.3,1900-01-01 18:51:03
18:51:04.000,4.1,8.2,0.3,1900-01-01 18:51:04
18:51:05.000,5.1,0.2,3.3,1900-01-01 18:51:05
18:51:06.000,6.1,2.2,6.3,1900-01-01 18:51:06
18:51:07.000,7.1,4.2,2.3,1900-01-01 18:51:07
18:51:08.000,8.1,6.2,5.3,1900-01-01 18:51:08
18:51:09.000,9.1,8.2,1.3,1900-01-01 18:51:09
18:51:10.000,0.1,0.2,4.3,1900-01-01 18:51:10
18:51:11.000,1.1,2.2,0.3,1900-01-01 18:51:11
18:51:12.000,2.1,4.2,3.3,1900-01-01 18:51:12
18:51:13.000,3.1,6.2,6.3,1900-01-01 18:51:13
18:51:14.000,4.1,8.2,2.3,1900-01-01 18:51:14
18:51:15.000,5.1,0.2,5.3,1900-01-01 18:51:15
18:51:16.000,6.1,2.2,1.3,1900-01-01 18:51:16
18:51:17.000,7.1,4.2,4.3,1900-01-01 18:51:17
18:51:18.000,8.1,6.2,0.3,1900-01-01 18:51:18
18:51:19.000,9.1,8.2,3.3,1900-01-01 18:51:19
18:51:20.000,0.1,0.2,6.3,1900-01-01 18:51:20
18:51:21.000,1.1,2.2,2.3,1900-01-01 18:51:21
18:51:22.000,2.1,4.2,5.3,1900-01-01 18:51:22
18:51:23.000,3.1,6.2,1.3,1900-01-01 18:51:23
18:51:24.000,4.1,8.2,4.3,1900-01-01 18:51:24
18:51:25.000,5.1,0.2,0.3,1900-01-01 18:51:25
18:51:26.000,6.1,2.2,3.3,1900-01-01 18:51:26
18:51:27.000,7.1,4.2,6.3,1900-01-01 18:51:27
18:51:28.000,8.1,6.2,2.3,1900-01-01 18:51:28
18:51:29.000,9.1,8.2,5.3,1900-01-01 18:51:29
18:51:30.000,0.1,0.2,1.3,1900-01-01 18:51:30
18:51:31.000,1.1,2.2,4.3,1900-01-01 18:51:31
18:51:32.000,2.1,4.2,0.3,1900-01-01 18:51:32
18:51:33.000,3.1,6.2,3.3,1900-01-01 18:51:33
18:51:34.000,4.1,8.2,6.3,1900-01-01 18:51:34
18:51:35.000,5.1,0.2,2.3,1900-01-01 18:51:35
